oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF23aaqnhmi,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqniyk,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqnjej,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqnjjt,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqnyds,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqocso,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqodpu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqoqfj,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqpemc,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqpthu,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqqbhw,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqqcdp,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqqeek,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqqeri,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqqezn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqqjxv,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqscdy,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqsevm,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqsgju,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqsrsi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqsvjr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqswll,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqtapc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqtcxl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqtdla,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqtetp,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqtfxg,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqtgfr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqthcd,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqugpo,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaquhcv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaquokj,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaquolj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaquuwi,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaquxxc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaquypy,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqvlgj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqvpyy,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqvqld,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqvvnw,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqwoax,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqwtak,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaqwtaz,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqwtlh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqwxds,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqxcbb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqxewt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqxgan,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaqxkzj,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaqxmds,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqytlg,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaqytql,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqzekc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaqzfwb,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaqzncp,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaraafb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaraahi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaraakq,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaraali,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarabdh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarabgd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarabor,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaradkt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aarbxph,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarcfwl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aarcxay,0,1,0,0,1,1,0,1,0,1,0
ZTF23aardbqv,0,0,1,1,0,1,0,1,0,1,0
ZTF23aardtdd,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarepgy,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarerww,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarfblz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarflec,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarfodg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarfpnx,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarfvnb,0,0,1,1,0,1,0,1,0,1,0
ZTF23aargwvk,0,1,0,1,0,0,1,1,0,1,0
ZTF23aargzhw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarhmcg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarjryf,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarkohk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarktkw,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarkujv,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarkwlm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarkyuo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarlfmu,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarlusn,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarmwwx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aarnjwt,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarpzwz,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarqpzb,0,1,0,1,0,1,0,1,0,0,1
ZTF23aarqyio,0,1,0,1,0,1,0,1,0,0,1
ZTF23aarrjyp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarvaah,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarvabu,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarvadj,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarvdcx,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarvhrp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarxuzu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarxwfb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aarxzbr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarxzze,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarycmf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaryddx,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaryjmf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarymti,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarytnu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarzbie,0,1,0,1,0,1,0,0,1,1,0
ZTF23aarzbzn,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarzfhf,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarziqo,0,1,0,0,1,1,0,1,0,1,0
ZTF23aarzjax,1,0,0,0,0,0,0,0,0,0,0
ZTF23aarzkrl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aarzyta,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasaaya,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasabes,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasabyg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasalig,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasaphh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasbszc,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasccwh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aascgua,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaschhu,0,0,1,1,0,1,0,1,0,1,0
ZTF23aascklf,0,1,0,1,0,0,1,1,0,1,0
ZTF23aascmtj,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasctqc,0,1,0,1,0,1,0,1,0,0,1
ZTF23aasctyw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aascvpc,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaserux,0,1,0,1,0,0,1,1,0,1,0
ZTF23aasewzq,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasfkpz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasggea,0,1,0,1,0,1,0,1,0,0,1
ZTF23aasggzx,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasgnox,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasgrqw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasgsrk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aashxqa,0,1,0,1,0,0,1,1,0,1,0
ZTF23aashxsv,0,1,0,0,1,1,0,1,0,1,0
ZTF23aashyhz,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasllsq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aasmalv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aasmozw,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasmxtj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aasocjj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aasopll,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaspcfl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaspuob,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaspxxd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aasqxfk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasrbkh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasrebm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aasrexx,1,0,0,0,0,0,0,0,0,0,0
ZTF23aastndi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasuikm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aasumow,0,1,0,1,0,1,0,1,0,0,1
ZTF23aasuxnt,0,0,1,1,0,1,0,1,0,1,0
ZTF23aasvftz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaswbih,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaswsgl,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaswskf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaswtea,0,1,0,1,0,0,1,1,0,1,0
ZTF23aasxbrm,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasxgup,0,1,0,1,0,1,0,1,0,0,1
ZTF23aasxhkl,1,0,0,0,0,0,0,0,0,0,0
ZTF23aasxuti,0,1,0,0,1,1,0,1,0,1,0
ZTF23aasyerj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aasygqe,0,1,0,1,0,1,0,1,0,0,1
ZTF23aasylxr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaszejl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatabje,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatabyp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatackh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatacva,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatbjct,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatbwgu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatcaov,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatcjhg,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatcryw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatcvtc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aatddnh,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatehbp,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatekmu,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatfyci,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatgeaq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatgltp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatgncg,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatgpju,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatgsus,0,1,0,1,0,1,0,0,1,1,0
ZTF23aathioa,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatjwzl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatjzlp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aatkmxq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatletp,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatlqhe,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatlqic,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatmebw,0,1,0,1,0,0,1,1,0,1,0
ZTF23aatmkgy,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatmrgm,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatnhdp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatniak,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatnihs,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatpcvx,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatpnmr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatprrn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aatpuuy,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatxeki,1,0,0,0,0,0,0,0,0,0,0
ZTF23aatxeqc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatyuqn,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatyyjt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatzegs,0,0,1,1,0,1,0,1,0,1,0
ZTF23aatzelx,0,1,0,0,1,1,0,1,0,1,0
ZTF23aatzfap,0,1,0,1,0,1,0,1,0,0,1
ZTF23aatzgwh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aauawnl,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaubzzz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaucaqp,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaudsiy,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaueumz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauevab,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauevvh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaufdor,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaufgdg,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaugtqx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aauhzmk,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaujhvs,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaulifq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaulvan,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaumowl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aauqmys,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauqpvt,0,0,1,1,0,1,0,1,0,1,0
ZTF23aauradw,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaurjcw,1,0,0,0,0,0,0,0,0,0,0
ZTF23aausdrx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aausjqi,0,1,0,1,0,0,1,1,0,1,0
ZTF23aauuaug,0,1,0,1,0,0,1,1,0,1,0
ZTF23aauubgg,0,1,0,1,0,0,1,1,0,1,0
ZTF23aauucpe,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauuelm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aauuesu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauvqup,0,1,0,1,0,1,0,0,1,1,0
ZTF23aauvsnu,1,0,0,0,0,0,0,0,0,0,0
ZTF23aauzbrj,1,0,0,0,0,0,0,0,0,0,0
ZTF23aauzftl,1,0,0,0,0,0,0,0,0,0,0
ZTF23aauzxfh,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavaaox,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavampo,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavanop,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavanqr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavdiyz,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavdjyi,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavdpba,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavdqus,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavdvdr,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavdzpd,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavecfo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavehkp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavekyx,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavembb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavenbh,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaveoxd,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavhzeg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavikqh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavimpu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavmeou,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavmfbj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavmgiy,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavmmpo,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavmnsk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavmyle,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavncrv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavnhny,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavnqsz,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavpswc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavtcas,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavtpyg,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavtrsk,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavtsts,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavtugd,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavuqrz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavvdix,0,1,0,1,0,1,0,1,0,0,1
ZTF23aavvfnk,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavvqqt,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavwqgi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavwqoh,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavxxef,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavzbkj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavzbwq,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavzcao,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavzhbd,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavzhii,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavzhvw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aavziyo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavzjds,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavzjle,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavzjte,1,0,0,0,0,0,0,0,0,0,0
ZTF23aavzjto,0,0,1,1,0,1,0,1,0,1,0
ZTF23aavzvmp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aavzwsh,0,1,0,1,0,1,0,0,1,1,0
ZTF23aavzyit,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawaoyp,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawbbgc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawbxqa,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawcjod,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawcxrs,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawcxun,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawcydi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawcyia,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawcykn,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawcymg,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawcyoa,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawdaok,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawdapl,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawdazu,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawdbdg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawdbxr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawdfrn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawgjwm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawgkqa,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawgoka,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawgqdc,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawgqnc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawigzh,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawihbc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawihbr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawiimj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawiiwu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawiqdj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawirlt,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawirnh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawjpom,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawkboo,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawkjdx,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawkpmp,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawkrnc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawkvqp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawldcs,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawldpf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawlwft,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawlxvg,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawlxvv,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawlydl,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawlzmd,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawlzyo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawmqci,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawnqme,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawntab,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawntlu,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawnywb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawobey,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawobgs,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawohfc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawqydv,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawrgyd,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawtnfr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawtobb,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawtssm,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawtsyp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawvwim,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawwcuu,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawwhxf,0,1,0,1,0,1,0,0,1,1,0
ZTF23aawycai,0,1,0,1,0,1,0,1,0,0,1
ZTF23aawylxc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawyvuj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aawywew,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawyxus,0,1,0,0,1,1,0,1,0,1,0
ZTF23aawzdzn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aawzexv,1,0,0,0,0,0,0,0,0,0,0
ZTF23aawzfcp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxabwi,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxahls,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxaivt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxaixc,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxameu,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxaszo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxaudh,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxauuk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxavca,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxawww,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxbany,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxbdpf,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxbfmh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxbfvo,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxbkgs,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxbktz,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxbkxj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxbmec,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxbmln,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxboby,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxchpk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxcjbk,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxcqhp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxcqwq,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxdchd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxdcnq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxddjy,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxdwya,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxeapo,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxebxd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxebyi,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxegbq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxehkt,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxfnwp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxfsvi,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxicoe,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxjoyh,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxjucg,1,0,0,0,0,0,0,0,0,0,0
ZTF23aaxkepr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxkhsn,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaxlcnu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxldkr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxmwgt,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxnavw,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaxnehu,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaxnvfj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaxorzr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaxotij,0,1,0,1,0,0,1,1,0,1,0
