oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF23aalzdkl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aalzdlr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aalzfrk,0,1,0,0,1,1,0,1,0,1,0
ZTF23aalzjgk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aalzzpm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamackw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamadkt,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamadpc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamaeks,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamazco,0,1,0,0,1,1,0,1,0,1,0
ZTF23aambtdw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aambwsi,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamcfpg,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamcgoy,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamcius,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamcmql,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamcplh,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamcpxl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamcvdp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamcwnp,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamdjrq,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamdndf,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamdnfp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamdoac,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamdvko,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamedan,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamehed,0,1,0,0,1,1,0,1,0,1,0
ZTF23aameiyf,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamemzr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamexxm,0,1,0,1,0,1,0,1,0,0,1
ZTF23aameyce,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamfbkr,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamfcbu,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamfdau,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamgbey,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamgccv,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamgcga,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamgeom,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamgetd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamgflj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamgjbz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamhlcu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamhlnl,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamikkv,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamixrh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamixtm,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamkdfi,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamkrgo,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamktzt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamkwvh,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamlgnw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamlodm,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamneou,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamnhdx,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamnoga,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamocqr,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamojph,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamoqhr,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamoull,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamptoh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aampyvc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamqjwd,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamqklj,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamqkrn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamqmty,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamqonh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamqqui,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamqsis,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamqtel,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamquyf,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamqwxq,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamqycj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamqyhe,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamqzrq,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamqzus,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamqzyz,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamsavc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamscqb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamscqd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamsddm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamsdxj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamsekd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamseob,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamsjhx,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamsjqv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamsjwc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamskdj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamslln,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamstcw,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamtwws,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamumxw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamumyw,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamvyyl,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamwkms,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamxekn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamxeqf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamxett,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamxgnf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamxnvs,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamxoay,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamxpba,0,0,1,1,0,1,0,1,0,1,0
ZTF23aamxpis,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamxwvi,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamzcfe,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamzkrr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamzksb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamzljd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamzlwd,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamzlws,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamzmao,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamzmuw,0,1,0,1,0,0,1,1,0,1,0
ZTF23aamzngk,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamzuca,0,1,0,0,1,1,0,1,0,1,0
ZTF23aamzucf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aamzxcr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aamzyof,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanadin,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanakcc,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanavut,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanaxpt,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanbdib,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanczsh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandawj,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanddah,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanddln,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandeoj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aandeul,0,0,1,1,0,1,0,1,0,1,0
ZTF23aandhbn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandhgh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandhlz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aandikr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandklx,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandlxl,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandmey,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandmqf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandqwd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandrvx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandseo,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandsfy,0,1,0,1,0,1,0,0,1,1,0
ZTF23aandshd,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandswb,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandtgm,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandtuw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandvjo,0,1,0,0,1,1,0,1,0,1,0
ZTF23aandvux,0,1,0,1,0,1,0,1,0,0,1
ZTF23aandvzg,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaneitr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanelmj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaneprv,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanewuh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanfppn,0,1,0,0,1,1,0,1,0,1,0
ZTF23aangyjj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aangysu,0,1,0,0,1,1,0,1,0,1,0
ZTF23aangyzt,0,1,0,1,0,0,1,1,0,1,0
ZTF23aangzqu,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanhdgk,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanhgiv,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanhipy,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanhkec,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanhlzq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanhmxv,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanhzvz,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaniabv,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanibuz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanihfn,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanimev,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanivnc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanixaz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanixjy,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanjiui,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanjkjl,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanjkkf,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanjmtb,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanjnkp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanjspd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanjszb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanklmp,0,1,0,1,0,1,0,1,0,0,1
ZTF23aankzvh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanlbgj,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanlblm,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanlbzp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanlcrq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanlevl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanlgap,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanlmst,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanlmud,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanlndn,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanlwgf,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanlzmw,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanmctm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanmnhh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanppvt,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanpqba,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanptmz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanptpp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanpuvp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanpuwv,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanpuzv,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanpwhc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanpyjl,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqdlm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanqehh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqemk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqemz,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqeqh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqesy,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanqfzj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanqgur,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanqifp,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqiji,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqjht,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqkoy,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanqmhw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqmqr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanqnfk,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqnuf,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqnyf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqouy,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqoyo,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanqpae,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanqqbr,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanqrxb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanqsga,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanqsit,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanqvva,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanraos,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanrehr,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanrgor,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanrhsu,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanrivj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanrkav,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanrkfh,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanrkmy,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanrkni,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanrkon,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanrksv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanrvib,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansctq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanscvu,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansdlc,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansdng,0,1,0,0,1,1,0,1,0,1,0
ZTF23aansdsx,0,0,1,1,0,1,0,1,0,1,0
ZTF23aansdxy,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansehp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansfgo,0,1,0,0,1,1,0,1,0,1,0
ZTF23aansfni,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansghp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansgin,0,1,0,0,1,1,0,1,0,1,0
ZTF23aansgpp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansnac,0,0,1,1,0,1,0,1,0,1,0
ZTF23aansoed,0,1,0,1,0,1,0,1,0,0,1
ZTF23aansozr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanspkk,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansqnd,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansqzw,0,1,0,1,0,1,0,1,0,0,1
ZTF23aansrmz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansrze,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansses,0,1,0,1,0,0,1,1,0,1,0
ZTF23aansswd,0,1,0,1,0,1,0,1,0,0,1
ZTF23aansumt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanswwc,0,1,0,1,0,1,0,0,1,1,0
ZTF23aansxda,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanszxa,0,1,0,1,0,1,0,0,1,1,0
ZTF23aantaec,0,0,1,1,0,1,0,1,0,1,0
ZTF23aantapt,0,1,0,1,0,0,1,1,0,1,0
ZTF23aantbrc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanteou,0,1,0,1,0,1,0,0,1,1,0
ZTF23aantewv,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanthwm,0,1,0,1,0,0,1,1,0,1,0
ZTF23aantjms,0,1,0,1,0,1,0,1,0,0,1
ZTF23aantkgr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aantlms,0,0,1,1,0,1,0,1,0,1,0
ZTF23aantlnj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aantmqa,0,1,0,0,1,1,0,1,0,1,0
ZTF23aantznp,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanudld,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanudve,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanuebo,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanuiba,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanukan,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanukpu,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanuoqh,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanuppc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanuryz,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanuttn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanuveu,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanuzfa,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanvfrw,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanvita,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanvtth,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanvwol,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanwrky,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanwvfd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanwxem,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanwzfc,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanxepa,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanxgot,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanxssj,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanxtnx,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanxybp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanyacd,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanycdy,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanyfzg,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanygdr,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanyibf,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanyibw,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanyieq,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanyiwk,0,0,1,1,0,1,0,1,0,1,0
ZTF23aanyizf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanyjfp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aanynsq,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanyydk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanyzfq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanzbtf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanzmoz,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanzmxr,0,1,0,1,0,1,0,1,0,0,1
ZTF23aanzoal,0,1,0,1,0,1,0,0,1,1,0
ZTF23aanzocp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aanzvzm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaoanrl,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoaqeg,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaoarhb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoasdn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoaspt,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaoavdp,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoaypt,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaobcij,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaobkdn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoblpv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaobmwx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaobsca,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaobuea,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaobzsc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaocetr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaocfuu,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaocgnw,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaocodk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaocrlp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaocsti,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaodbnz,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaodkxl,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaodxuj,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaogqho,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaogspi,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaogsqh,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaogziu,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaohabn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaohdaa,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaohfjk,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaohfxx,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaohpnv,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaohqcn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoihym,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoihyn,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoiyzr,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaojlpq,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaojwkb,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaokeqj,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaokxll,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaokzrb,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaolbvw,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaolssg,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaomufr,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaonorp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaooaro,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaooarp,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoocjr,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaoorce,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaoorls,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaopfhd,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaopjox,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaopoqn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaopruu,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaopvpn,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaopxrq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoqmav,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoqytf,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaoqyvx,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaoreeq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaoriey,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaoriza,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaorkgz,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaorlyv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaorsdi,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaorsge,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaorsgv,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaoruhp,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaorwsb,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaoryle,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaosajt,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaosfip,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaosfkk,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaosgrm,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaosxwl,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoszvx,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaothvy,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaotjnn,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaotsbf,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaotsyz,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaotvsl,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaotzad,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaoucxq,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaoulng,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaouqoo,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaouqsd,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaoutth,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaovclq,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaovhtk,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaovofm,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaovxyr,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaovxzm,0,0,1,1,0,1,0,1,0,1,0
ZTF23aaovxzo,0,1,0,0,1,1,0,1,0,1,0
ZTF23aaovyoq,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaovyyx,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaowaxu,0,1,0,1,0,1,0,1,0,0,1
ZTF23aaowcuc,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaowenv,0,1,0,1,0,1,0,0,1,1,0
ZTF23aaowhvm,0,1,0,1,0,0,1,1,0,1,0
ZTF23aaowohw,0,1,0,1,0,1,0,0,1,1,0
